creator_username,creator_id,creator_followers,creator_verified,creator_bio,creator_type,creator_gender,country_origin,is_ai_generated,video_id,video_url,posting_date,duration_seconds,hashtag,caption,language,likes,views,shares,comments,engagement_rate,is_acne_relevant,before_after,video_intent,location_of_shoot,misinformation_label,claim_type,claim_accuracy,treatment_origin,cultural_claim,western_accepted,label_confidence,notes,transcript,product_name,product_brand,product_category,product_shown,ingredient_named,clinical_validity,start_acne_score,end_acne_score,delta_improvement,subject_gender_visual,single_multiple_people,indoor_outdoor
dermdoctor,6765585846651094022,17700000,TRUE,"Board Certified Derm 
Founder of @Remedy Science
Shop Biodance ⬇️",dermatologist,unknown,Unknown,no,7268790770998742318,https://www.tiktok.com/@dermdoctor/video/7268790770998742318,2023-08-18T22:20:44.000Z,27,"differinpartner, differin, adapalene, retinoid, acne",Simple and Effective COMPLETE Acne Routine #differinpartner @@differinus #differin #adapalene #retinoid #acne,English,76700,7300000,4513,497,1.05,yes,no,product_promotion,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,medium,,,,,,,,,,,,,,
dermdoctor,6765585846651094022,17700000,TRUE,"Board Certified Derm 
Founder of @Remedy Science
Shop Biodance ⬇️",dermatologist,unknown,Unknown,no,7133015759936163114,https://www.tiktok.com/@dermdoctor/video/7133015759936163114,2022-08-18T01:04:13.000Z,20,"dermdoctor, skincare, acne, adapalene, retinol, larocheposay",One of my favorite acne treatments! @LaRochePosayUS ad #dermdoctor #skincare #acne #adapalene #retinol #larocheposay,English,326900,9400000,18400,2001,3.48,yes,no,product_promotion,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,medium,,,,,,,,,,,,,,
dermdoctor,6765585846651094022,17700000,TRUE,"Board Certified Derm 
Founder of @Remedy Science
Shop Biodance ⬇️",dermatologist,unknown,Unknown,no,6971213304869997830,https://www.tiktok.com/@dermdoctor/video/6971213304869997830,2021-06-08T00:28:05.000Z,30,"acneawarenessmonth, lrppartner, dermdoctor, acne, dermatologist, adapalene, larocheposay",Best Acne Ingredients @larocheposay  #AcneAwarenessMonth #LRPPartner #DermDoctor #Acne #Dermatologist #Adapalene #LaRochePosay,English,353800,8300000,31200,2112,4.26,yes,no,product_promotion,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,medium,,,,,,,,,,,,,,
dermarkologist,6800151173477663749,1200000,TRUE,"Your Favorite Dermatologist👨🏻‍⚕️
No content is medical advice
Views are my own",dermatologist,unknown,Unknown,no,7457913278891642143,https://www.tiktok.com/@dermarkologist/video/7457913278891642143,2025-01-09T13:52:41.000Z,60,"hormonalacne, spironolactone, winlevi, dermatologist, dermarkologist","3 treatments for hormonal acne and you probably haven’t heard of the last one!

Have you used any these before?

#hormonalacne #spironolactone #winlevi #dermatologist #dermarkologist",English,37400,1300000,1955,474,2.88,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
some.cool.audios,7102438613836825606,32700,FALSE,"hi
feel free to leave song suggestions 
have a good day 🫶🏽",influencer,unknown,Unknown,no,7103133232077507846,https://www.tiktok.com/@some.cool.audios/video/7103133232077507846,2022-05-29T12:24:44.000Z,24,"swingoutsisters, foryou, foryoupage, breakout, trend, followme, holidaymodeactivated, spotify",breakout 👮‍♀️ #swingoutsisters #foryou #foryoupage #breakout #trend #followme #HolidayModeActivated #spotify,English,154,23800,2,4,0.65,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
_n3a4k0,7045592343629825029,1772,FALSE,"LIFE IS BEAUTIFUL🥀✨
•DIE YOUNG•
LIL P€€P forever 🪦🖤
""GOTH ANGEL SINNER""🛐🪽",influencer,unknown,Unknown,no,7232029094018321691,https://www.tiktok.com/@_n3a4k0/video/7232029094018321691,2023-05-11T20:46:37.000Z,46,"breakoutmovie, niamarco, breakdance, shepherd, worldcup, fypシ",#breakoutmovie #niamarco #breakdance #shepherd #worldcup #fypシ 🥷🏻🖤🔥,Japanese,133,4015,14,1,3.31,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
cour10y_2.0,7369944255295865898,9230,FALSE,Official backup for @Cour10y 🍀,patient,unknown,Unknown,no,7605060103909166366,https://www.tiktok.com/@cour10y_2.0/video/7605060103909166366,2026-02-10T02:37:35.000Z,41,"peachslices, breakoutbanisher, acne, bodyacne, bodywash",My skin was SO angry @Peach Slices #peachslices #breakoutbanisher #acne #bodyacne #bodywash ,English,11400,1700000,854,26,0.67,yes,no,personal_anecdote,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
ur6moms9fav,6712638511902065669,143700,FALSE,IG is way better 🫣,influencer,unknown,Unknown,no,7585824701700672782,https://www.tiktok.com/@ur6moms9fav/video/7585824701700672782,2025-12-20T06:34:47.000Z,8,"fyp, relatable",it’s also cause I’ve been snacking on lots of sugar too tbh🫩. #fyp #relatable ,English,6233,186000,799,70,3.35,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
n3rdenthusiast,7593207228599337985,164,FALSE,"Everything to do with N.E.R.D & Pharrell !
17",influencer,unknown,Unknown,no,7605649781481934100,https://www.tiktok.com/@n3rdenthusiast/video/7605649781481934100,2026-02-11T16:45:40.000Z,56,"targetaudience, chadhugo, nerd, pharrell, music",Breakout - N.E.R.D (2004) || #targetaudience #chadhugo #NERD #pharrell #music ,English,7856,40100,406,34,19.59,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
stinkyschu,7516009932748751914,13900,FALSE,"let me pretend i'm an influencer
snap:savyschu",influencer,unknown,Unknown,no,7570154829876710686,https://www.tiktok.com/@stinkyschu/video/7570154829876710686,2025-11-08T01:07:21.000Z,9,"breakout, acne, blonde",i’ll be back up soon #breakout #acne #blonde ,English,219900,1200000,2741,378,18.32,yes,no,education,unknown,na,none,na,Unknown,no,unknown,low,,,,,,,,,,,,,,
weybend_,6684588558249313285,1557,FALSE,"Jsem vysoko, Ale moje texty mají hloubku weybend 2022
Rap lover",influencer,unknown,Unknown,no,7130234512881077510,https://www.tiktok.com/@weybend_/video/7130234512881077510,2022-08-10T13:11:35.000Z,80,"fy, fyp, sad, breakout, cz, pain",Film: BreakOut #fy #fyp #sad #breakout #cz #pain,English,2458,31000,30,48,7.93,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,low,,,,,,,,,,,,,,
limitless_customs,6781877645489177605,63200,FALSE,CUSTOM HARLEY SHOP IN MANCHESTER ENGLAND. ALL BIKES ON THOS PAGE ARE BUILT BY US,influencer,unknown,US,no,7186759690078915845,https://www.tiktok.com/@limitless_customs/video/7186759690078915845,2023-01-09T20:58:09.000Z,10,"harleydavidson, harley, motorcycles, harleydaivdson, fatboy, breakout","What’s not to love with our Stage2 FATBOY
#harleydavidson #harley #motorcycles #harleydaivdson #fatboy #breakout ",English,78700,1500000,7393,348,5.25,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
biggieonvr,7143545008309273643,15400,FALSE,"alt: @biggie
Inspired by @JohnsonAC
Discord & AC: biggie_ac
manager: @BOSSMAN
✝️",influencer,unknown,Unknown,no,7576385993310293303,https://www.tiktok.com/@biggieonvr/video/7576385993310293303,2025-11-24T20:07:37.000Z,49,"breakoutvr, vr, fyp, viral, blowthisup",#breakoutvr #vr #fyp ⁡#viral #blowthisup  ,English,2188,60900,821,139,3.59,yes,no,education,unknown,na,none,na,Unknown,no,unknown,low,,,,,,,,,,,,,,
riesca.v,7561376463515419669,546,FALSE,"Skincare tips here! ❤️
💌 riescabeauty@gmail.com",influencer,unknown,Unknown,no,7608968293294165269,https://www.tiktok.com/@riesca.v/video/7608968293294165269,2026-02-20T15:23:11.000Z,5,"skintok, acne, skinhealth, skinproblems, skincaretips","save this to find out what your breakouts mean! 🤔

#skintok #acne #skinhealth #skinproblems #skincaretips ",English,25000,931700,1229,258,2.68,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drdustinportela,6658837318265208837,2500000,TRUE,Helping you reclaim your health from the illness industrial complex,influencer,unknown,Unknown,no,7417144911150976287,https://www.tiktok.com/@drdustinportela/video/7417144911150976287,2024-09-21T17:10:34.000Z,51,"creatorsearchinsights, acne, acnetreatment",Simple acne routine from a dermatologist #creatorsearchinsights #acne #acnetreatment ,English,3162,179700,571,49,1.76,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drmadalyn,6760302693480465414,168500,FALSE,"your fav derm | atx
skin science meets sisterhood 🎀
✎ teamdr.madalyn@gersh.com",dermatologist,unknown,Unknown,no,7623187336569933087,https://www.tiktok.com/@drmadalyn/video/7623187336569933087,2026-03-30T23:00:31.000Z,31,"dermatologist, acne, acnetreatment, acneproneskin, pimple","acne isn’t one-size-fits-all and neither is your routine! it’s less about using everything, and more about using the right thing for the breakout you actually have.

even with the perfect routine, breakouts sometimes still happen. remember to stay consistent regardless, and above all, give yourself a little grace. your skin will tell you what it needs - once you know how to read it 💓

PRODUCTS 🧴✨
 @CeraVe Acne Foaming Cream Cleanser
 @Paula’s Choice Skin Perfecting 2% BHA Liquid Exfoliant
 @Vichy Laboratoires Normaderm S.O.S Sulphur Anti-Spot Paste
 @Neutrogena Stubborn Acne Ultra-Thin Blemish Patches
 @Clinique Moisture Surge 100H Auto-Replenishing Hydrator

#dermatologist #acne #acnetreatment #acneproneskin  #pimple",English,171,4643,13,9,3.68,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
drderrickphillips,7054534379460527110,25700,FALSE,"Consultant Dermatologist
Expert in all things skin
📍 London, UK",dermatologist,unknown,UK,no,7626421596399570178,https://www.tiktok.com/@drderrickphillips/video/7626421596399570178,2026-04-08T16:10:57.000Z,38,"skincare, sunscreen, dermatologist","Got oily or acne prone skin and struggling to find a sunscreen that works?

A lot of people end up using formulas that feel too heavy or clog the skin without realising it.

The texture and type of sunscreen you choose can make a big difference, especially if you’re prone to breakouts.

Finding one that feels light and suits your skin is key if you want to use it consistently

#skincare #sunscreen #dermatologist ",English,187,6504,13,3,2.88,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
sunnyfromsunnybread,7197687530786685954,400500,FALSE,"Baker at @sunnyhousekr  in Seoul 🏠🧚
🇰🇷 sunny@unchartedinfluencer.com",influencer,unknown,South Korea,no,7586168522749857032,https://www.tiktok.com/@sunnyfromsunnybread/video/7586168522749857032,2025-12-21T04:48:26.000Z,372,"acneskincare, skinbarrier, acneproneskin, skincareroutine","I made this routine for those who are battleling with acne with sensitive skin / bad skin barrier 🥹🫶

You got this!! 

products I mentioned 
toner pads / @House of Hur 
essense / @Blanc Nature US Store 
light moisturaizer / @JINSIM 진심 
Moisturizer / @Dr.Althea US 

#acneskincare #skinbarrier #acneproneskin #skincareroutine ",Korean,53300,835100,2282,337,6.38,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
milkydew,6833514147549774854,428400,FALSE,"nyc𓍯𓂃
🥛not your typical skincare ⋆𐙚₊˚⊹
milkydew@sanin-corp.com",influencer,unknown,US,no,7625136231214517535,https://www.tiktok.com/@milkydew/video/7625136231214517535,2026-04-05T15:00:00.000Z,97,"milkydewacademy, acnetreatment, acneproneskin, acneskincare, koreanskincare",#MilkyDewAcademy 📓🎀BROKE GIRL’S GUIDE: How to CLEAR ✨acne✨  TEEN FRIENDLY TIPS 🤍🥛#acnetreatment #acneproneskin #acneskincare #koreanskincare ,English,6763,79300,291,73,8.53,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
brutechoi,6977086228785759237,268900,FALSE,"✨Brutally Honest Skincare✨
📍 NYC 
🩵 www.brutechoi.com
📩: team@brutechoi.com
👇 See Acne Safe Recommendations",influencer,unknown,US,no,7591156343894019342,https://www.tiktok.com/@brutechoi/video/7591156343894019342,2026-01-03T15:24:38.000Z,145,"skincarereview, skintok, serums, kbeauty, acneproneskin",The Best Serums of 2025 for acne prone skin #skincarereview #skintok #serums #kbeauty #acneproneskin @SKIN1004 US @IUNIK @IUNIK US @bringgreen_official @TORRIDEN US @𝗧𝗼𝗿𝗿𝗶𝗱𝗲𝗻 토리든 @celimax.global @VT Cosmetics US @Heveblue.us ,Korean,25400,485900,617,230,5.23,yes,no,education,unknown,na,none,na,K-beauty,yes,unknown,high,,,,,,,,,,,,,,
skinbydrazi,6694796203819975686,1900000,TRUE,"👩🏻‍⚕️M.D/ Dermatologist / Educator 
CEO Of Lasers
🚫 No Med Advice 🚫",dermatologist,unknown,Unknown,no,7614644445945941279,https://www.tiktok.com/@skinbydrazi/video/7614644445945941279,2026-03-07T22:29:55.000Z,99,"acnescars, acnescartreatment, acne, hyperpigmentation, dermtips","Acne scars aren’t one-size-fits-all and neither is the treatment.  Whether you’re dealing with dark marks, redness, or textural scars, the approach changes completely depending on what you’re working with.
#acnescars #acnescartreatment #acne #hyperpigmentation #dermtips @AziMD Skincare ",English,322,13500,19,37,2.39,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
dermdoctor,6765585846651094022,17700000,TRUE,"Board Certified Derm 
Founder of @Remedy Science
Shop Biodance ⬇️",dermatologist,unknown,Unknown,no,7522633694339730719,https://www.tiktok.com/@dermdoctor/video/7522633694339730719,2025-07-02T23:41:03.000Z,48,"anuapartner, dermatologist, pie, darkmarks, acne, skincare, anua, azelaicacid, anuaazelaicacidserum, acnescars, acnemarks, koreanskincare, ulta, ultaskintok, sephora",The most underrated ingredient for post-acne red marks is azelaic acid and this one from @anua_global is one of the most elegant formulas #anuapartner. Azelaic acid can be really gritty because of the crystals but this one is completely solubilized. It’s also packed with other amazing ingredients and it’s fragrance free #dermatologist #PIE #darkmarks #acne #skincare #anua #azelaicacid #anuaazelaicacidserum #acnescars #acnemarks #koreanskincare #ulta #ultaskintok #sephora,English,106900,4500000,3998,617,2.38,yes,no,product_promotion,unknown,accurate,clinically_accurate,supported,Unknown,no,yes,high,,,,,,,,,,,,,,
jasonemermd,6714494973935584261,111700,TRUE,Board-Certified Dermatologist • HDLipo • Laser • Facial Sculpting • LA/NYC/MIAMI,dermatologist,unknown,US,no,7435076499574656298,https://www.tiktok.com/@jasonemermd/video/7435076499574656298,2024-11-09T00:54:11.000Z,60,"acnetreatment, acnescars, acnescartreatment, dermatologist, skincare, lasers, beverlyhills, facebyemer, mlbb8th",My patient is so excited to be here to improve for acne scars! Look at how amazing her skin is! 🌟😇 ##acnetreatment##acnescars##acnescartreatment##dermatologist##skincare##lasers##beverlyhills##facebyemer#MLBB8TH ,English,13100,348400,5379,209,3.76,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
dr.ljmaxfield,6898753439598855173,224500,FALSE,"📚 Doc 
🔍 Dermatologist 
🔪 Mohs Surgeon
The ☀️ is Your Frenemy",dermatologist,unknown,Unknown,no,7613511451084393759,https://www.tiktok.com/@dr.ljmaxfield/video/7613511451084393759,2026-03-04T21:13:06.000Z,60,"anuapartner, azelaicacid, anuaacneserum, acne, acnescars","Type “Azelaic” and I’ll send you a link to this product! A hero ingredient for redness, rosacea, acne, dark spots, and more! Azeleic Acid! This one from Anua is one of the most hydrating aesthetic Azelaic Acid serums I’ve ever tried, and because it feels so refreshing on the skin, it makes consistency so easy!
 
#anuapartner #azelaicacid #anuaacneserum #acne #acnescars",English,4167,173800,642,73,2.4,yes,no,product_promotion,unknown,accurate,clinically_accurate,supported,Unknown,no,yes,high,,,,,,,,,,,,,,
dermdoctor,6765585846651094022,17700000,TRUE,"Board Certified Derm 
Founder of @Remedy Science
Shop Biodance ⬇️",dermatologist,unknown,Unknown,no,6842814590766566662,https://www.tiktok.com/@dermdoctor/video/6842814590766566662,2020-06-27T00:15:29.000Z,11,"dermatologist, skincare, acnescars, acne, acnetreatment, acnecheck, skincareroutine, beautytips, learnontiktok, fyp, viral",Hyperpigmented acne scars #dermatologist #skincare #acnescars #acne #acnetreatment #acnecheck #skincareroutine #beautytips #learnontiktok #fyp #viral,English,75100,1600000,5261,826,4.69,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
sunnyfromsunnybread,7197687530786685954,400500,FALSE,"Baker at @sunnyhousekr  in Seoul 🏠🧚
🇰🇷 sunny@unchartedinfluencer.com",influencer,unknown,South Korea,no,7581408300986633479,https://www.tiktok.com/@sunnyfromsunnybread/video/7581408300986633479,2025-12-08T08:56:21.000Z,158,"acnescars, acneproneskin, acneskincare, koreanskincare, mimmua","It’s an AD!!! 💛 Wait, this has the same stuff they use in K-Beauty treatments! @mimmua 

Personal Note ** I don’t have any scars to heal on my face but I really hope I had this when I did🥹… however I will be using this to fade away my back acne!! Stay tuned for the after 😌 

#acnescars #acneproneskin #acneskincare #koreanskincare #mimmua",English,10400,224900,369,144,4.62,yes,no,product_promotion,unknown,na,none,na,K-beauty,yes,unknown,high,,,,,,,,,,,,,,
